TcDm25_Chr12_H1	594649	584031	TcDm25_Chr12_H1_41_594649_584031
TcDm25_Chr12_H1	686870	676108	TcDm25_Chr12_H1_42_686870_676108
TcDm25_Chr12_H1	695253	694600	TcDm25_Chr12_H1_43_695253_694600
TcDm25_Chr14_H1	452267	441424	TcDm25_Chr14_H1_44_452267_441424
TcDm25_Chr14_H1	471066	460226	TcDm25_Chr14_H1_45_471066_460226
TcDm25_Chr16_H1_c1	384898	374071	TcDm25_Chr16_H1_c1_46_384898_374071
TcDm25_Chr17_H1	46518	45957	TcDm25_Chr17_H1_47_46518_45957
TcDm25_Chr17_H1	91544	80726	TcDm25_Chr17_H1_48_91544_80726
TcDm25_Chr17_H1	700974	690004	TcDm25_Chr17_H1_49_700974_690004
TcDm25_Chr17_H1	718874	707914	TcDm25_Chr17_H1_50_718874_707914
TcDm25_Chr17_H1	774853	763896	TcDm25_Chr17_H1_51_774853_763896
TcDm25_Chr17_H1	824595	813637	TcDm25_Chr17_H1_52_824595_813637
TcDm25_Chr17_H1	851011	848245	TcDm25_Chr17_H1_53_851011_848245
TcDm25_Chr17_H1	869026	857837	TcDm25_Chr17_H1_54_869026_857837
TcDm25_Chr17_H1	887383	876170	TcDm25_Chr17_H1_55_887383_876170
TcDm25_Chr17_H1	933265	922262	TcDm25_Chr17_H1_56_933265_922262
TcDm25_Chr17_H1	959182	956416	TcDm25_Chr17_H1_57_959182_956416
TcDm25_Chr17_H1	976896	965686	TcDm25_Chr17_H1_58_976896_965686
TcDm25_Chr17_H1	994149	983392	TcDm25_Chr17_H1_59_994149_983392
TcDm25_Chr17_H1	1011738	1000981	TcDm25_Chr17_H1_60_1011738_1000981
TcDm25_Chr17_H1	1062013	1051068	TcDm25_Chr17_H1_61_1062013_1051068
TcDm25_Chr17_H1	1107015	1096063	TcDm25_Chr17_H1_62_1107015_1096063
TcDm25_Chr19_H1	24215	13341	TcDm25_Chr19_H1_63_24215_13341
TcDm25_Chr20_H1	53834	42991	TcDm25_Chr20_H1_64_53834_42991
TcDm25_Chr20_H1	111823	100977	TcDm25_Chr20_H1_65_111823_100977
TcDm25_Chr20_H1	125605	114744	TcDm25_Chr20_H1_66_125605_114744
TcDm25_Chr20_H1	172570	161750	TcDm25_Chr20_H1_67_172570_161750
TcDm25_Chr21_H1_c1	73798	63047	TcDm25_Chr21_H1_c1_68_73798_63047
TcDm25_Chr21_H1_c1	851162	840329	TcDm25_Chr21_H1_c1_69_851162_840329
TcDm25_Chr23_H1	23811	12991	TcDm25_Chr23_H1_70_23811_12991
TcDm25_Chr23_H1	303888	293064	TcDm25_Chr23_H1_71_303888_293064
TcDm25_Chr29_H1	56082	45249	TcDm25_Chr29_H1_72_56082_45249
TcDm25_Chr29_H1	82283	71533	TcDm25_Chr29_H1_73_82283_71533
TcDm25_Chr29_H1	211183	200359	TcDm25_Chr29_H1_74_211183_200359
TcDm25_Chr30_H1_c1	47239	36359	TcDm25_Chr30_H1_c1_75_47239_36359
TcDm25_Chr30_H1_c1	62706	51823	TcDm25_Chr30_H1_c1_76_62706_51823
TcDm25_Chr30_H1_c1	1328570	1324424	TcDm25_Chr30_H1_c1_77_1328570_1324424
TcDm25_Chr31_H1_c1	37964	27101	TcDm25_Chr31_H1_c1_78_37964_27101
TcDm25_Chr31_H1_c1	152138	145477	TcDm25_Chr31_H1_c1_79_152138_145477
TcDm25_Chr31_H1_c1	1208714	1197779	TcDm25_Chr31_H1_c1_80_1208714_1197779
TcDm25_Chr31_H1_c1	1218139	1217618	TcDm25_Chr31_H1_c1_81_1218139_1217618
TcDm25_Chr32_H1	972528	961708	TcDm25_Chr32_H1_82_972528_961708
TcDm25_Chr32_H1	1012000	1001165	TcDm25_Chr32_H1_83_1012000_1001165
TcDm25_Chr32_H1	1617843	1616566	TcDm25_Chr32_H1_84_1617843_1616566
TcDm25_Chr01_H1	622003	632840	TcDm25_Chr01_H1_85_622003_632840
TcDm25_Chr01_H1	699732	710364	TcDm25_Chr01_H1_86_699732_710364
TcDm25_Chr02_H1	1178943	1189665	TcDm25_Chr02_H1_87_1178943_1189665
TcDm25_Chr02_H1	2011026	2014959	TcDm25_Chr02_H1_88_2011026_2014959
TcDm25_Chr02_H1	2030227	2034172	TcDm25_Chr02_H1_89_2030227_2034172
TcDm25_Chr02_H1	2062481	2066492	TcDm25_Chr02_H1_90_2062481_2066492
TcDm25_Chr02_H1	2121392	2132205	TcDm25_Chr02_H1_91_2121392_2132205
TcDm25_Chr03_H1	408156	418998	TcDm25_Chr03_H1_92_408156_418998
TcDm25_Chr03_H1	493498	504327	TcDm25_Chr03_H1_93_493498_504327
TcDm25_Chr03_H1	664437	675277	TcDm25_Chr03_H1_94_664437_675277
TcDm25_Chr03_H1	970939	974601	TcDm25_Chr03_H1_95_970939_974601
TcDm25_Chr05_H1	61332	62724	TcDm25_Chr05_H1_96_61332_62724
TcDm25_Chr05_H1	566919	566978	TcDm25_Chr05_H1_97_566919_566978
TcDm25_Chr05_H1	1323443	1334052	TcDm25_Chr05_H1_98_1323443_1334052
TcDm25_Chr06_H1	756427	767262	TcDm25_Chr06_H1_99_756427_767262
TcDm25_Chr06_H1	1511095	1512202	TcDm25_Chr06_H1_100_1511095_1512202
TcDm25_Chr07_H1	1393343	1404182	TcDm25_Chr07_H1_101_1393343_1404182
TcDm25_Chr08_H1	889564	894043	TcDm25_Chr08_H1_102_889564_894043
TcDm25_Chr11_H1_c1	970913	981746	TcDm25_Chr11_H1_c1_103_970913_981746
TcDm25_Chr11_H1_c1	1003115	1013965	TcDm25_Chr11_H1_c1_104_1003115_1013965
TcDm25_Chr11_H1_c1	1035325	1046175	TcDm25_Chr11_H1_c1_105_1035325_1046175
TcDm25_Chr12_H1	370039	380749	TcDm25_Chr12_H1_106_370039_380749
TcDm25_Chr12_H1	953929	964774	TcDm25_Chr12_H1_107_953929_964774
TcDm25_Chr12_H1	1013266	1024100	TcDm25_Chr12_H1_108_1013266_1024100
TcDm25_Chr12_H1	1045900	1056508	TcDm25_Chr12_H1_109_1045900_1056508
TcDm25_Chr12_H1	1073365	1084133	TcDm25_Chr12_H1_110_1073365_1084133
TcDm25_Chr12_H1	1100595	1111409	TcDm25_Chr12_H1_111_1100595_1111409
TcDm25_Chr15_H1	896116	906944	TcDm25_Chr15_H1_112_896116_906944
TcDm25_Chr17_H1	1176941	1187651	TcDm25_Chr17_H1_113_1176941_1187651
TcDm25_Chr18_H1	1002409	1013259	TcDm25_Chr18_H1_114_1002409_1013259
TcDm25_Chr19_H1	930566	941408	TcDm25_Chr19_H1_115_930566_941408
TcDm25_Chr20_H1	748525	748853	TcDm25_Chr20_H1_116_748525_748853
TcDm25_Chr21_H1_c1	883717	894555	TcDm25_Chr21_H1_c1_117_883717_894555
TcDm25_Chr22_H1_c2	1	5259	TcDm25_Chr22_H1_c2_118_1_5259
TcDm25_Chr23_H1	366915	368652	TcDm25_Chr23_H1_119_366915_368652
TcDm25_Chr23_H1	370416	370680	TcDm25_Chr23_H1_120_370416_370680
TcDm25_Chr23_H1	371432	371971	TcDm25_Chr23_H1_121_371432_371971
TcDm25_Chr23_H1	372691	375241	TcDm25_Chr23_H1_122_372691_375241
TcDm25_Chr23_H1	375698	376645	TcDm25_Chr23_H1_123_375698_376645
TcDm25_Chr23_H1	548130	558972	TcDm25_Chr23_H1_124_548130_558972
TcDm25_Chr23_H1	592139	592702	TcDm25_Chr23_H1_125_592139_592702
TcDm25_Chr24_H1_c1	825461	836152	TcDm25_Chr24_H1_c1_126_825461_836152
TcDm25_Chr24_H1_c1	862430	873248	TcDm25_Chr24_H1_c1_127_862430_873248
TcDm25_Chr25_H1	620135	630907	TcDm25_Chr25_H1_128_620135_630907
TcDm25_Chr25_H1	666289	677051	TcDm25_Chr25_H1_129_666289_677051
TcDm25_Chr26_H1	615489	626338	TcDm25_Chr26_H1_130_615489_626338
TcDm25_Chr26_H1	629264	640125	TcDm25_Chr26_H1_131_629264_640125
TcDm25_Chr26_H1	681805	692597	TcDm25_Chr26_H1_132_681805_692597
TcDm25_Chr26_H1	702978	713654	TcDm25_Chr26_H1_133_702978_713654
TcDm25_Chr26_H1	735032	745881	TcDm25_Chr26_H1_134_735032_745881
TcDm25_Chr27_H1	453144	463883	TcDm25_Chr27_H1_135_453144_463883
TcDm25_Chr27_H1	482470	493212	TcDm25_Chr27_H1_136_482470_493212
TcDm25_Chr27_H1	518806	529546	TcDm25_Chr27_H1_137_518806_529546
TcDm25_Chr27_H1	566777	577561	TcDm25_Chr27_H1_138_566777_577561
TcDm25_Chr27_H1	587985	598662	TcDm25_Chr27_H1_139_587985_598662
TcDm25_Chr28_H1	531149	541993	TcDm25_Chr28_H1_140_531149_541993
TcDm25_Chr30_H1_c1	2491220	2492739	TcDm25_Chr30_H1_c1_141_2491220_2492739
TcDm25_Chr30_H1_c2	175908	186729	TcDm25_Chr30_H1_c2_142_175908_186729
TcDm25_Chr31_H1_c1	176247	182908	TcDm25_Chr31_H1_c1_143_176247_182908
TcDm25_Chr32_H1	538300	549123	TcDm25_Chr32_H1_144_538300_549123
TcDm25_Chr32_H1	1343859	1354694	TcDm25_Chr32_H1_145_1343859_1354694
TcDm25_Chr32_H1	1702945	1703405	TcDm25_Chr32_H1_146_1702945_1703405
TcDm25_Chr32_H1	1708128	1718952	TcDm25_Chr32_H1_147_1708128_1718952
TcDm25_Chr32_H1	1756627	1756985	TcDm25_Chr32_H1_148_1756627_1756985
TcDm25_Chr32_H1	1761710	1772540	TcDm25_Chr32_H1_149_1761710_1772540
TcDm25_Chr32_H1	1810316	1810861	TcDm25_Chr32_H1_150_1810316_1810861
TcDm25_Chr32_H1	1834844	1845554	TcDm25_Chr32_H1_151_1834844_1845554
