Name           Length 
PRFA01000100__12 1662   
PRFA01000100__13 759    
PRFA01000100__14 708    
PRFA01000100__15 513    
PRFA01000100__16 642    
PRFA01000100__17 882    
PRFA01000100__18 438    
PRFA01000100__19 498    
PRFA01000100__20 900    
PRFA01000135__1 2823   
PRFA01000135__2 2139   
PRFA01000135__3 4725   
PRFA01000135__4 660    
PRFA01000135__5 747    
PRFA01000135__6 438    
PRFA01000135__7 456    
PRFA01000135__8 753    
PRFA01000135__9 1734   
PRFA01000135__10 534    
PRFA01000135__11 438    
PRFA01000135__12 903    
PRFA01000151__1 4122   
PRFA01000151__2 4467   
PRFA01000151__3 999    
PRFA01000151__4 855    
PRFA01000151__5 462    
PRFA01000151__6 717    
PRFA01000151__7 744    
PRFA01000151__8 1734   
PRFA01000151__9 498    
PRFA01000151__10 507    
PRFA01000151__11 642    
PRFA01000173__1 429    
PRFA01000173__2 5457   
PRFA01000173__3 1821   
PRFA01000173__4 450    
PRFA01000173__5 522    
PRFA01000173__6 1506   
PRFA01000173__7 675    
PRFA01000173__8 747    
PRFA01000173__9 486    
PRFA01000173__10 501    
PRFA01000173__11 831    
PRFA01000173__12 2133   
PRFA01000173__13 978    
PRFA01000173__14 600    
PRFA01000173__15 621    
PRFA01000173__16 429    
PRFA01000178__1 4527   
PRFA01000178__2 1188   
PRFA01000178__3 636    
PRFA01000178__4 555    
PRFA01000178__5 543    
PRFA01000178__6 939    
PRFA01000178__7 471    
PRFA01000178__8 636    
PRFA01000178__9 1782   
PRFA01000211__1 3432   
PRFA01000211__2 1536   
PRFA01000211__3 1059   
PRFA01000211__4 591    
PRFA01000211__5 522    
PRFA01000211__6 441    
PRFA01000211__7 873    
PRFA01000211__8 861    
PRFA01000211__9 570    
PRFA01000211__10 786    
PRFA01000211__11 1089   
PRFA01000211__12 453    
PRFA01000211__13 477    
PRFA01000211__14 636    
PRFA01000211__15 1782   
PRFA01000225__1 3156   
PRFA01000225__2 1212   
PRFA01000225__3 1206   
PRFA01000225__4 423    
PRFA01000225__5 3687   
PRFA01000225__6 714    
PRFA01000225__7 747    
PRFA01000225__8 702    
PRFA01000225__9 663    
PRFA01000225__10 444    
PRFA01000225__11 642    
PRFA01000225__12 627    
PRFA01000247__1 423    
PRFA01000247__2 903    
PRFA01000247__3 480    
PRFA01000247__4 747    
PRFA01000247__5 696    
PRFA01000247__6 2061   
PRFA01000247__7 471    
PRFA01000247__8 642    
PRFA01000247__9 627    
PRFA01000262__1 639    
PRFA01000262__2 438    
PRFA01000262__3 831    
PRFA01000262__4 2625   
PRFA01000262__5 825    
PRFA01000262__6 825    
PRFA01000262__7 5535   
PRFA01000262__8 678    
PRFA01000262__9 747    
PRFA01000262__10 495    
PRFA01000262__11 702    
PRFA01000262__12 1734   
PRFA01000262__13 498    
PRFA01000262__14 1581   
PRFA01000262__15 531    
PRFA01000262__16 825    
PRFA01000272__1 486    
PRFA01000272__2 1005   
PRFA01000272__3 2289   
PRFA01000272__4 486    
PRFA01000272__5 474    
PRFA01000272__6 1380   
PRFA01000272__7 465    
PRFA01000272__8 486    
PRFA01000272__9 552    
PRFA01000272__10 1284   
PRFA01000272__11 1755   
PRFA01000020__1 1869   
PRFA01000020__2 4590   
PRFA01000020__3 615    
PRFA01000020__4 3861   
PRFA01000020__5 747    
PRFA01000020__6 495    
PRFA01000020__7 702    
PRFA01000020__8 1785   
PRFA01000020__9 528    
PRFA01000020__10 522    
PRFA01000020__11 501    
PRFA01000020__12 960    
PRFA01000020__13 1461   
PRFA01000020__14 468    
PRFA01000020__1 639    
PRFA01000020__2 1425   
PRFA01000020__3 1365   
PRFA01000020__4 768    
PRFA01000020__5 573    
PRFA01000020__6 825    
PRFA01000020__7 1056   
PRFA01000020__8 462    
PRFA01000020__9 426    
PRFA01000020__10 1734   
PRFA01000020__11 810    
PRFA01000020__12 648    
PRFA01000020__13 708    
PRFA01000020__14 1191   
PRFA01000020__15 1143   
PRFA01000020__16 510    
PRFA01000020__17 411    
PRFA01000020__18 501    
PRFA01000020__19 513    
PRFA01000020__20 966    
PRFA01000021__1 432    
PRFA01000021__2 1131   
PRFA01000021__3 1701   
PRFA01000021__4 675    
PRFA01000021__5 486    
PRFA01000021__6 1509   
PRFA01000021__7 1845   
PRFA01000021__8 507    
PRFA01000021__9 645    
PRFA01000026__1 3228   
PRFA01000026__2 483    
PRFA01000026__3 6717   
PRFA01000026__4 486    
PRFA01000026__5 405    
PRFA01000026__6 762    
PRFA01000026__7 783    
PRFA01000026__8 999    
PRFA01000026__9 990    
PRFA01000026__10 438    
PRFA01000026__1 7002   
PRFA01000026__2 615    
PRFA01000026__3 3342   
PRFA01000026__4 744    
PRFA01000026__5 486    
PRFA01000026__6 1044   
PRFA01000026__7 762    
PRFA01000026__8 594    
PRFA01000026__9 930    
PRFA01000026__10 534    
PRFA01000026__11 642    
PRFA01000026__12 1788   
PRFA01000029__1 711    
PRFA01000029__2 2145   
PRFA01000029__3 4032   
PRFA01000029__4 1788   
PRFA01000029__5 594    
PRFA01000029__6 2115   
PRFA01000029__7 675    
PRFA01000029__8 486    
PRFA01000029__9 2070   
PRFA01000029__10 1845   
PRFA01000029__11 546    
PRFA01000029__12 501    
PRFA01000029__13 522    
PRFA01000029__14 645    
PRFA01000029__15 438    
PRFA01000029__16 1728   
PRFA01000029__1 699    
PRFA01000029__2 3483   
PRFA01000029__3 2226   
PRFA01000029__4 414    
PRFA01000029__5 1788   
PRFA01000029__6 594    
PRFA01000029__7 2115   
PRFA01000029__8 675    
PRFA01000029__9 486    
PRFA01000029__10 1965   
PRFA01000029__11 1845   
PRFA01000029__12 417    
PRFA01000029__13 1686   
PRFA01000033__1 678    
PRFA01000033__2 438    
PRFA01000033__3 972    
PRFA01000033__4 945    
PRFA01000033__5 894    
PRFA01000033__6 474    
PRFA01000033__7 642    
PRFA01000033__8 1788   
PRFA01000033__1 2058   
PRFA01000033__2 924    
PRFA01000033__3 5664   
PRFA01000033__4 1527   
PRFA01000033__5 741    
PRFA01000033__6 486    
PRFA01000033__7 891    
PRFA01000033__8 852    
PRFA01000033__9 1380   
PRFA01000033__10 561    
PRFA01000033__11 402    
PRFA01000033__12 441    
PRFA01000033__13 438    
PRFA01000033__14 1713   
PRFA01000033__15 450    
PRFA01000033__1 669    
PRFA01000033__2 1425   
PRFA01000033__3 741    
PRFA01000033__4 5142   
PRFA01000033__5 2649   
PRFA01000033__6 741    
PRFA01000033__7 486    
PRFA01000033__8 1911   
PRFA01000033__9 864    
PRFA01000033__10 894    
PRFA01000033__11 522    
PRFA01000033__12 441    
PRFA01000033__13 435    
PRFA01000033__14 1683   
PRFA01000034__1 1023   
PRFA01000034__2 729    
PRFA01000034__3 453    
PRFA01000034__4 702    
PRFA01000034__5 774    
PRFA01000034__6 2115   
PRFA01000034__7 726    
PRFA01000034__8 474    
PRFA01000034__9 600    
PRFA01000034__10 855    
PRFA01000034__11 840    
PRFA01000034__1 6108   
PRFA01000034__2 1992   
PRFA01000034__3 795    
PRFA01000034__4 549    
PRFA01000034__5 1710   
PRFA01000034__6 1116   
PRFA01000034__7 837    
PRFA01000034__8 489    
PRFA01000034__9 588    
PRFA01000034__10 444    
PRFA01000036__1 495    
PRFA01000036__2 735    
PRFA01000036__3 678    
PRFA01000036__4 954    
PRFA01000036__5 486    
PRFA01000036__6 420    
PRFA01000036__7 1959   
PRFA01000036__8 462    
PRFA01000036__9 837    
PRFA01000051__1 3150   
PRFA01000051__2 507    
PRFA01000051__3 3237   
PRFA01000051__4 942    
PRFA01000051__5 3462   
PRFA01000051__6 486    
PRFA01000051__7 2019   
PRFA01000051__8 702    
PRFA01000051__9 1077   
PRFA01000051__10 1293   
PRFA01000051__11 576    
PRFA01000051__12 558    
PRFA01000051__13 993    
PRFA01000064__1 5406   
PRFA01000064__2 558    
PRFA01000064__3 837    
PRFA01000064__4 2541   
PRFA01000064__5 483    
PRFA01000064__6 1842   
PRFA01000064__7 903    
PRFA01000064__8 1080   
PRFA01000064__9 402    
PRFA01000064__10 438    
PRFA01000064__11 441    
PRFA01000064__12 480    
PRFA01000064__13 1791   
PRFA01000066__1 6990   
PRFA01000066__2 1179   
PRFA01000066__3 3015   
PRFA01000066__4 1557   
PRFA01000066__5 486    
PRFA01000066__6 537    
PRFA01000066__7 1035   
PRFA01000066__8 1926   
PRFA01000066__9 426    
PRFA01000066__10 561    
PRFA01000066__11 438    
PRFA01000066__12 468    
PRFA01000066__13 480    
PRFA01000066__14 1791   
PRFA01000072__1 714    
PRFA01000072__2 429    
PRFA01000072__3 624    
PRFA01000072__4 585    
PRFA01000072__5 747    
PRFA01000072__6 702    
PRFA01000072__7 1557   
PRFA01000072__8 498    
PRFA01000072__9 858    
PRFA01000072__10 660    
PRFA01000072__11 477    
PRFA01000073__1 669    
PRFA01000073__2 621    
PRFA01000073__3 486    
PRFA01000073__4 504    
PRFA01000073__5 945    
PRFA01000073__6 534    
PRFA01000073__7 897    
PRFA01000073__1 669    
PRFA01000073__2 1335   
PRFA01000073__3 741    
PRFA01000073__4 429    
PRFA01000073__5 2916   
PRFA01000073__6 6165   
PRFA01000073__7 621    
PRFA01000073__8 486    
PRFA01000073__9 504    
PRFA01000073__10 945    
PRFA01000073__11 480    
PRFA01000073__12 534    
PRFA01000073__13 492    
PRFA01000073__14 984    
PRFA01000077__1 561    
PRFA01000077__2 1551   
PRFA01000077__3 423    
PRFA01000077__4 714    
PRFA01000077__5 747    
PRFA01000077__6 702    
PRFA01000077__7 1041   
PRFA01000077__8 1572   
PRFA01000077__9 498    
PRFA01000077__10 915    
PRFA01000077__1 696    
PRFA01000077__2 564    
PRFA01000077__3 423    
PRFA01000077__4 558    
PRFA01000077__5 747    
PRFA01000077__6 702    
PRFA01000077__7 1041   
PRFA01000077__8 1572   
PRFA01000077__9 642    
PRFA01000077__10 921    
PRFA01000078__1 489    
PRFA01000078__2 1167   
PRFA01000078__3 480    
PRFA01000078__4 483    
PRFA01000078__5 798    
PRFA01000078__6 1557   
PRFA01000078__7 993    
PRFA01000078__8 501    
PRFA01000078__9 534    
PRFA01000078__10 642    
PRFA01000078__11 990    
PRFA01000098__1 612    
PRFA01000098__2 927    
PRFA01000098__3 618    
PRFA01000098__4 912    
PRFA01000098__5 2115   
PRFA01000098__6 750    
PRFA01000098__7 498    
PRFA01000098__8 600    
PRFA01000098__9 612    
PRFA01000098__10 648    
PRFA01000098__11 438    
PRFA01000098__1 927    
PRFA01000098__2 564    
PRFA01000098__3 966    
PRFA01000098__4 402    
PRFA01000098__5 702    
PRFA01000098__6 2115   
PRFA01000098__7 750    
PRFA01000098__8 498    
PRFA01000098__9 600    
PRFA01000098__10 858    
PRFA01000098__11 438    
PRFA01000098__12 1200   
PRFA01000100__1 6261   
PRFA01000100__2 1290   
PRFA01000100__3 825    
PRFA01000100__4 4074   
PRFA01000100__5 486    
PRFA01000100__6 702    
PRFA01000100__7 954    
PRFA01000100__8 444    
PRFA01000100__9 1023   
PRFA01000100__10 708    
PRFA01000100__11 402    
PRFA01000100__12 642    
PRFA01000100__13 882    
PRFA01000100__14 438    
PRFA01000100__15 498    
PRFA01000100__16 900    
PRFA01000108__1 1029   
PRFA01000108__2 516    
PRFA01000108__3 489    
PRFA01000108__4 801    
PRFA01000108__5 1923   
PRFA01000108__6 3471   
PRFA01000108__7 744    
PRFA01000108__8 486    
PRFA01000108__9 702    
PRFA01000108__10 1551   
PRFA01000108__11 609    
PRFA01000108__1 483    
PRFA01000108__2 3780   
PRFA01000108__3 6540   
PRFA01000108__4 744    
PRFA01000108__5 486    
PRFA01000108__6 702    
PRFA01000108__7 1734   
PRFA01000108__8 513    
PRFA01000108__9 534    
PRFA01000108__10 438    
PRFA01000108__11 897    
PRFA01000108__1 669    
PRFA01000108__2 7458   
PRFA01000108__3 741    
PRFA01000108__4 528    
PRFA01000108__5 1962   
PRFA01000108__6 486    
PRFA01000108__7 549    
PRFA01000108__8 804    
PRFA01000108__9 534    
PRFA01000108__10 438    
PRFA01000110__1 981    
PRFA01000110__2 2301   
PRFA01000110__3 3147   
PRFA01000110__4 423    
PRFA01000110__5 705    
PRFA01000110__6 1890   
PRFA01000110__7 699    
PRFA01000110__8 558    
PRFA01000110__9 447    
PRFA01000110__10 1272   
PRFA01000110__11 1767   
PRFA01000110__12 453    
PRFA01000110__13 594    
PRFA01000110__14 645    
PRFA01000110__15 630    
PRFA01000110__16 498    
PRFA01000116__1 1389   
PRFA01000116__2 480    
PRFA01000116__3 1503   
PRFA01000116__4 450    
PRFA01000116__5 483    
PRFA01000116__6 441    
PRFA01000116__7 1275   
PRFA01000116__8 1719   
PRFA01000116__9 402    
PRFA01000116__10 426    
PRFA01000116__11 1023   
PRFA01000116__12 708    
PRFA01000116__13 576    
PRFA01000116__14 642    
PRFA01000116__15 1788   
PRFA01000128__1 7389   
PRFA01000128__2 789    
PRFA01000128__3 945    
PRFA01000128__4 1158   
PRFA01000128__5 441    
PRFA01000128__6 651    
PRFA01000128__7 678    
PRFA01000128__8 987    
PRFA01000128__9 1014   
PRFA01000128__10 783    
PRFA01000128__11 807    
PRFA01000128__12 873    
PRFA01000128__13 534    
PRFA01000128__14 438    
PRFA01000128__15 1794   
PRFA01000129__1 1446   
PRFA01000129__2 1380   
PRFA01000129__3 714    
PRFA01000129__4 891    
PRFA01000129__5 2526   
PRFA01000129__6 1797   
PRFA01000155__1 2931   
PRFA01000155__2 7497   
PRFA01000155__3 687    
PRFA01000155__4 864    
PRFA01000155__5 486    
PRFA01000155__6 1089   
PRFA01000155__7 2115   
PRFA01000155__8 846    
PRFA01000155__9 498    
PRFA01000155__10 660    
PRFA01000155__11 402    
PRFA01000155__12 858    
PRFA01000155__13 438    
PRFA01000164__1 4506   
PRFA01000164__2 462    
PRFA01000164__3 867    
PRFA01000164__4 495    
PRFA01000164__5 2160   
PRFA01000164__6 1824   
PRFA01000164__7 405    
PRFA01000164__8 741    
PRFA01000164__9 849    
PRFA01000164__10 1953   
PRFA01000164__11 1734   
PRFA01000164__12 495    
PRFA01000164__13 645    
PRFA01000164__14 534    
PRFA01000166__1 3255   
PRFA01000166__2 3384   
PRFA01000166__3 2022   
PRFA01000166__4 1524   
PRFA01000166__5 435    
PRFA01000166__6 507    
PRFA01000166__7 456    
PRFA01000166__8 495    
PRFA01000166__9 1035   
PRFA01000166__10 1818   
PRFA01000166__11 813    
PRFA01000166__12 540    
PRFA01000166__13 645    
PRFA01000182__1 705    
PRFA01000182__2 6738   
PRFA01000182__3 573    
PRFA01000182__4 627    
PRFA01000182__5 582    
PRFA01000182__6 2094   
PRFA01000182__7 558    
PRFA01000182__8 747    
PRFA01000182__9 549    
PRFA01000182__10 1419   
PRFA01000182__11 441    
PRFA01000182__12 645    
PRFA01000182__13 630    
PRFA01000182__14 537    
PRFA01000182__15 498    
PRFA01000182__1 468    
PRFA01000182__2 972    
PRFA01000182__3 531    
PRFA01000182__4 909    
PRFA01000182__5 477    
PRFA01000182__6 528    
PRFA01000182__7 483    
PRFA01000182__8 423    
PRFA01000182__9 1995   
PRFA01000182__10 1038   
PRFA01000182__11 648    
PRFA01000182__12 948    
PRFA01000182__13 570    
PRFA01000182__14 456    
PRFA01000182__15 498    
PRFA01000182__16 1170   
PRFA01000182__17 546    
PRFA01000182__18 1425   
PRFA01000182__19 1272   
PRFA01000182__20 1497   
PRFA01000182__21 648    
PRFA01000182__22 435    
PRFA01000182__23 921    
PRFA01000232__1 621    
PRFA01000232__2 825    
PRFA01000232__3 642    
PRFA01000232__4 504    
PRFA01000232__5 486    
PRFA01000232__6 678    
PRFA01000232__7 3756   
PRFA01000232__8 855    
PRFA01000232__9 402    
PRFA01000232__10 627    
PRFA01000232__11 720    
PRFA01000232__12 1791   
PRFA01000237__1 579    
PRFA01000237__2 3306   
PRFA01000237__3 1098   
PRFA01000237__4 2940   
PRFA01000237__5 747    
PRFA01000237__6 696    
PRFA01000237__7 786    
PRFA01000237__8 471    
PRFA01000237__9 447    
PRFA01000288__1 4689   
PRFA01000288__2 3927   
PRFA01000288__3 1485   
PRFA01000288__4 528    
PRFA01000288__5 765    
PRFA01000288__6 1734   
PRFA01000288__7 525    
PRFA01000288__8 486    
PRFA01000288__9 534    
PRFA01000288__10 540    
PRFA01000288__11 507    
PRFA01000288__12 441    
PRFA01000288__13 978    
PRFA01000288__14 546    
PRFA01000288__15 900    
PRFA01000343__1 660    
PRFA01000343__2 573    
PRFA01000343__3 696    
PRFA01000343__4 1290   
PRFA01000343__5 5451   
PRFA01000343__6 438    
PRFA01000343__7 486    
PRFA01000343__8 762    
PRFA01000343__9 2361   
PRFA01000343__10 582    
PRFA01000343__11 432    
PRFA01000343__12 501    
PRFA01000353__1 438    
PRFA01000353__2 3801   
PRFA01000353__3 1224   
PRFA01000353__4 4143   
PRFA01000353__5 558    
PRFA01000353__6 747    
PRFA01000353__7 486    
PRFA01000353__8 702    
PRFA01000353__9 1080   
PRFA01000353__10 636    
PRFA01000353__11 498    
PRFA01000353__12 609    
PRFA01000353__13 645    
PRFA01000353__14 909    
PRFA01000362__1 975    
PRFA01000362__2 714    
PRFA01000362__3 891    
PRFA01000362__4 702    
PRFA01000362__5 2526   
PRFA01000362__6 477    
PRFA01000362__7 708    
PRFA01000409__1 768    
PRFA01000409__2 564    
PRFA01000409__3 492    
PRFA01000409__4 1272   
PRFA01000409__5 1599   
PRFA01000409__6 1212   
PRFA01000409__7 1302   
PRFA01000409__8 918    
PRFA01000409__9 3213   
PRFA01000409__10 456    
PRFA01000409__11 537    
PRFA01000409__12 1413   
PRFA01000409__13 1536   
PRFA01000409__14 681    
PRFA01000409__15 426    
PRFA01000409__16 549    
PRFA01000409__17 1107   
PRFA01000409__18 897    
