Name           Length 
TcBrA4_Chr17__5 558    
TcBrA4_Chr17__6 747    
TcBrA4_Chr17__7 405    
TcBrA4_Chr17__8 702    
TcBrA4_Chr17__9 945    
TcBrA4_Chr17__10 471    
TcBrA4_Chr17__11 627    
TcBrA4_Chr20__1 3210   
TcBrA4_Chr20__2 2811   
TcBrA4_Chr20__3 1356   
TcBrA4_Chr20__4 480    
TcBrA4_Chr20__5 975    
TcBrA4_Chr20__6 1155   
TcBrA4_Chr20__7 696    
TcBrA4_Chr20__8 570    
TcBrA4_Chr20__9 534    
TcBrA4_Chr20__10 426    
TcBrA4_Chr20__1 2943   
TcBrA4_Chr20__2 528    
TcBrA4_Chr20__3 6936   
TcBrA4_Chr20__4 486    
TcBrA4_Chr20__5 702    
TcBrA4_Chr20__6 534    
TcBrA4_Chr20__7 498    
TcBrA4_Chr20__8 438    
TcBrA4_Chr22__1 4380   
TcBrA4_Chr22__2 675    
TcBrA4_Chr22__3 1056   
TcBrA4_Chr22__4 648    
TcBrA4_Chr22__5 780    
TcBrA4_Chr22__6 1005   
TcBrA4_Chr22__7 579    
TcBrA4_Chr22__8 1071   
TcBrA4_Chr22__9 927    
TcBrA4_Chr22__10 585    
TcBrA4_Chr22__11 819    
TcBrA4_Chr22__12 681    
TcBrA4_Chr22__13 723    
TcBrA4_Chr22__14 651    
TcBrA4_Chr22__15 657    
TcBrA4_Chr22__16 624    
TcBrA4_Chr22__17 639    
TcBrA4_Chr22__18 1659   
TcBrA4_Chr23__1 6273   
TcBrA4_Chr23__2 1260   
TcBrA4_Chr23__3 807    
TcBrA4_Chr23__4 1851   
TcBrA4_Chr23__5 747    
TcBrA4_Chr23__6 831    
TcBrA4_Chr23__7 552    
TcBrA4_Chr23__8 501    
TcBrA4_Chr23__9 522    
TcBrA4_Chr23__10 645    
TcBrA4_Chr23__11 438    
TcBrA4_Chr23__12 1329   
TcBrA4_Chr25__1 1629   
TcBrA4_Chr25__2 5400   
TcBrA4_Chr25__3 822    
TcBrA4_Chr25__4 2535   
TcBrA4_Chr25__5 885    
TcBrA4_Chr25__6 690    
TcBrA4_Chr25__7 987    
TcBrA4_Chr25__8 702    
TcBrA4_Chr25__9 2058   
TcBrA4_Chr25__10 744    
TcBrA4_Chr25__11 474    
TcBrA4_Chr25__12 480    
TcBrA4_Chr26__1 411    
TcBrA4_Chr26__2 4056   
TcBrA4_Chr26__3 405    
TcBrA4_Chr26__4 831    
TcBrA4_Chr26__5 1413   
TcBrA4_Chr26__6 537    
TcBrA4_Chr26__7 2925   
TcBrA4_Chr26__8 702    
TcBrA4_Chr26__9 549    
TcBrA4_Chr26__10 612    
TcBrA4_Chr26__11 600    
TcBrA4_Chr26__12 645    
TcBrA4_Chr26__13 489    
TcBrA4_Chr26__1 1032   
TcBrA4_Chr26__2 1425   
TcBrA4_Chr26__3 402    
TcBrA4_Chr26__4 1041   
TcBrA4_Chr26__5 552    
TcBrA4_Chr26__6 615    
TcBrA4_Chr26__7 5361   
TcBrA4_Chr26__8 486    
TcBrA4_Chr26__9 945    
TcBrA4_Chr26__10 573    
TcBrA4_Chr26__11 411    
TcBrA4_Chr26__12 423    
TcBrA4_Chr26__13 1071   
TcBrA4_Chr26__14 1617   
TcBrA4_Chr26__1 2262   
TcBrA4_Chr26__2 408    
TcBrA4_Chr26__3 5115   
TcBrA4_Chr26__4 1428   
TcBrA4_Chr26__5 615    
TcBrA4_Chr26__6 693    
TcBrA4_Chr26__7 504    
TcBrA4_Chr26__8 438    
TcBrA4_Chr26__9 570    
TcBrA4_Chr26__10 414    
TcBrA4_Chr26__11 438    
TcBrA4_Chr26__12 438    
TcBrA4_Chr26__13 1665   
TcBrA4_Chr3__1 1221   
TcBrA4_Chr3__2 822    
TcBrA4_Chr3__3 498    
TcBrA4_Chr3__4 957    
TcBrA4_Chr3__5 483    
TcBrA4_Chr3__6 1101   
TcBrA4_Chr3__7 444    
TcBrA4_Chr3__8 708    
TcBrA4_Chr3__9 645    
TcBrA4_Chr3__10 1548   
TcBrA4_Chr31__1 4851   
TcBrA4_Chr31__2 615    
TcBrA4_Chr31__3 5073   
TcBrA4_Chr31__4 663    
TcBrA4_Chr31__5 450    
TcBrA4_Chr31__6 684    
TcBrA4_Chr31__7 954    
TcBrA4_Chr31__8 894    
TcBrA4_Chr31__9 513    
TcBrA4_Chr31__10 501    
TcBrA4_Chr31__11 480    
TcBrA4_Chr31__12 522    
TcBrA4_Chr31__13 645    
TcBrA4_Chr31__14 1671   
TcBrA4_Chr33__1 984    
TcBrA4_Chr33__2 1110   
TcBrA4_Chr33__3 1089   
TcBrA4_Chr33__4 4017   
TcBrA4_Chr33__5 822    
TcBrA4_Chr33__6 3681   
TcBrA4_Chr33__7 483    
TcBrA4_Chr33__8 654    
TcBrA4_Chr33__9 486    
TcBrA4_Chr33__10 912    
TcBrA4_Chr33__11 2046   
TcBrA4_Chr33__12 858    
TcBrA4_Chr33__13 510    
TcBrA4_Chr33__14 573    
TcBrA4_Chr33__15 732    
TcBrA4_Chr33__16 648    
TcBrA4_Chr33__1 1362   
TcBrA4_Chr33__2 1194   
TcBrA4_Chr33__3 924    
TcBrA4_Chr33__4 435    
TcBrA4_Chr33__5 924    
TcBrA4_Chr33__6 1185   
TcBrA4_Chr33__7 2355   
TcBrA4_Chr33__8 687    
TcBrA4_Chr33__9 2043   
TcBrA4_Chr33__10 570    
TcBrA4_Chr33__11 543    
TcBrA4_Chr33__12 447    
TcBrA4_Chr33__13 414    
TcBrA4_Chr33__14 774    
TcBrA4_Chr33__1 411    
TcBrA4_Chr33__2 1614   
TcBrA4_Chr33__3 6099   
TcBrA4_Chr33__4 1665   
TcBrA4_Chr33__5 645    
TcBrA4_Chr33__6 741    
TcBrA4_Chr33__7 864    
TcBrA4_Chr33__8 486    
TcBrA4_Chr33__9 549    
TcBrA4_Chr33__10 1188   
TcBrA4_Chr33__11 504    
TcBrA4_Chr33__12 612    
TcBrA4_Chr33__13 600    
TcBrA4_Chr33__14 648    
TcBrA4_Chr33__15 435    
TcBrA4_Chr35__1 5847   
TcBrA4_Chr35__2 612    
TcBrA4_Chr35__3 4551   
TcBrA4_Chr35__4 444    
TcBrA4_Chr35__5 747    
TcBrA4_Chr35__6 486    
TcBrA4_Chr35__7 420    
TcBrA4_Chr35__8 846    
TcBrA4_Chr35__9 645    
TcBrA4_Chr35__10 1959   
TcBrA4_Chr35__11 450    
TcBrA4_Chr35__12 441    
TcBrA4_Chr35__13 630    
TcBrA4_Chr38__1 726    
TcBrA4_Chr38__2 783    
TcBrA4_Chr38__3 654    
TcBrA4_Chr38__4 2451   
TcBrA4_Chr38__5 945    
TcBrA4_Chr38__6 1098   
TcBrA4_Chr38__7 420    
TcBrA4_Chr38__8 600    
TcBrA4_Chr38__9 642    
TcBrA4_Chr38__10 2547   
TcBrA4_Chr38__11 690    
TcBrA4_Chr38__12 741    
TcBrA4_Chr38__13 483    
TcBrA4_Chr38__14 420    
TcBrA4_Chr38__15 774    
TcBrA4_Chr38__16 1887   
TcBrA4_Chr38__17 510    
TcBrA4_Chr38__18 483    
TcBrA4_Chr38__19 624    
TcBrA4_Chr38__20 588    
TcBrA4_Chr38__1 3015   
TcBrA4_Chr38__2 1485   
TcBrA4_Chr38__3 735    
TcBrA4_Chr38__4 4725   
TcBrA4_Chr38__5 486    
TcBrA4_Chr38__6 1416   
TcBrA4_Chr38__7 702    
TcBrA4_Chr38__8 1734   
TcBrA4_Chr38__9 471    
TcBrA4_Chr38__10 483    
TcBrA4_Chr38__11 645    
TcBrA4_Chr38__12 1662   
TcBrA4_Chr39__1 6327   
TcBrA4_Chr39__2 540    
TcBrA4_Chr39__3 3354   
TcBrA4_Chr39__4 747    
TcBrA4_Chr39__5 495    
TcBrA4_Chr39__6 1032   
TcBrA4_Chr39__7 432    
TcBrA4_Chr39__8 519    
TcBrA4_Chr39__9 534    
TcBrA4_Chr39__10 540    
TcBrA4_Chr39__11 645    
TcBrA4_Chr39__12 882    
TcBrA4_Chr39__13 537    
TcBrA4_Chr42__1 519    
TcBrA4_Chr42__2 513    
TcBrA4_Chr42__3 510    
TcBrA4_Chr42__4 564    
TcBrA4_Chr42__5 531    
TcBrA4_Chr42__6 1659   
TcBrA4_Chr42__7 2109   
TcBrA4_Chr42__8 402    
TcBrA4_Chr42__9 534    
TcBrA4_Chr6__1 483    
TcBrA4_Chr6__2 615    
TcBrA4_Chr6__3 600    
TcBrA4_Chr6__4 903    
TcBrA4_Chr6__5 1080   
TcBrA4_Chr6__6 402    
TcBrA4_Chr6__7 438    
TcBrA4_Chr6__8 645    
TcBrA4_Chr6__9 1665   
TcBrA4_Chr6__1 4701   
TcBrA4_Chr6__2 654    
TcBrA4_Chr6__3 978    
TcBrA4_Chr6__4 816    
TcBrA4_Chr6__5 4719   
TcBrA4_Chr6__6 438    
TcBrA4_Chr6__7 1734   
TcBrA4_Chr6__8 411    
TcBrA4_Chr6__9 645    
TcBrA4_Chr6__10 1665   
TcBrA4_Chr8__1 6810   
TcBrA4_Chr8__2 774    
TcBrA4_Chr8__3 1086   
TcBrA4_Chr8__4 483    
TcBrA4_Chr8__5 846    
TcBrA4_Chr8__6 714    
TcBrA4_Chr8__7 447    
TcBrA4_Chr8__8 549    
TcBrA4_Chr8__9 915    
TcBrA4_Chr8__10 915    
TcBrA4_Chr8__11 624    
TcBrA4_Chr8__12 501    
TcBrA4_Chr8__13 402    
TcBrA4_Chr8__14 1275   
TcBrA4_Chr8__15 480    
TcBrA4_Chr8__16 780    
TcBrA4_Contig118__1 2697   
TcBrA4_Contig118__2 1179   
TcBrA4_Contig118__3 1209   
TcBrA4_Contig118__4 483    
TcBrA4_Contig118__5 1755   
TcBrA4_Contig118__6 1311   
TcBrA4_Contig118__7 1149   
TcBrA4_Contig118__8 747    
TcBrA4_Contig118__9 420    
TcBrA4_Contig118__10 1500   
TcBrA4_Contig118__11 807    
TcBrA4_Contig118__12 534    
TcBrA4_Contig118__13 441    
TcBrA4_Contig118__14 885    
TcBrA4_Contig118__15 546    
TcBrA4_Contig118__16 780    
TcBrA4_Contig139__1 903    
TcBrA4_Contig139__2 1218   
TcBrA4_Contig139__3 3207   
TcBrA4_Contig139__4 972    
TcBrA4_Contig139__5 930    
TcBrA4_Contig139__6 522    
TcBrA4_Contig139__7 420    
TcBrA4_Contig139__8 1077   
TcBrA4_Contig139__9 543    
TcBrA4_Contig139__10 1272   
TcBrA4_Contig139__11 510    
TcBrA4_Contig139__12 471    
TcBrA4_Contig139__13 636    
TcBrA4_Contig140__1 879    
TcBrA4_Contig140__2 579    
TcBrA4_Contig140__3 486    
TcBrA4_Contig140__4 1080   
TcBrA4_Contig140__5 609    
TcBrA4_Contig140__6 534    
TcBrA4_Contig140__7 483    
TcBrA4_Contig140__8 642    
TcBrA4_Contig140__9 879    
TcBrA4_Contig140__10 498    
TcBrA4_Contig140__11 780    
TcBrA4_Contig220__1 660    
TcBrA4_Contig220__2 1626   
TcBrA4_Contig220__3 2736   
TcBrA4_Contig220__4 1212   
TcBrA4_Contig220__5 2862   
TcBrA4_Contig220__6 840    
TcBrA4_Contig220__7 483    
TcBrA4_Contig220__8 1449   
TcBrA4_Contig220__9 480    
TcBrA4_Contig220__10 747    
TcBrA4_Contig220__11 1872   
TcBrA4_Contig220__12 1881   
TcBrA4_Contig220__13 441    
TcBrA4_Contig220__14 471    
TcBrA4_Contig220__15 636    
TcBrA4_Contig220__16 621    
TcBrA4_Contig220__17 858    
TcBrA4_Contig268__1 456    
TcBrA4_Contig268__2 1800   
TcBrA4_Contig268__3 495    
TcBrA4_Contig268__4 879    
TcBrA4_Contig268__5 585    
TcBrA4_Contig268__6 1359   
TcBrA4_Contig268__7 699    
TcBrA4_Contig268__8 558    
TcBrA4_Contig268__9 849    
TcBrA4_Contig268__10 417    
TcBrA4_Contig268__11 1110   
TcBrA4_Contig29__1 4410   
TcBrA4_Contig29__2 4218   
TcBrA4_Contig29__3 822    
TcBrA4_Contig29__4 426    
TcBrA4_Contig29__5 720    
TcBrA4_Contig29__6 1302   
TcBrA4_Contig29__7 1101   
TcBrA4_Contig29__8 645    
TcBrA4_Contig29__9 726    
TcBrA4_Contig29__1 4164   
TcBrA4_Contig29__2 822    
TcBrA4_Contig29__3 6045   
TcBrA4_Contig29__4 591    
TcBrA4_Contig29__5 1623   
TcBrA4_Contig29__6 702    
TcBrA4_Contig29__7 1170   
TcBrA4_Contig29__8 645    
TcBrA4_Contig37__1 1251   
TcBrA4_Contig37__2 453    
TcBrA4_Contig37__3 630    
TcBrA4_Contig37__4 5160   
TcBrA4_Contig37__5 885    
TcBrA4_Contig37__6 849    
TcBrA4_Contig37__7 420    
TcBrA4_Contig37__8 423    
TcBrA4_Contig37__9 1959   
TcBrA4_Contig37__10 774    
TcBrA4_Contig37__11 630    
TcBrA4_Contig380__1 1317   
TcBrA4_Contig380__2 402    
TcBrA4_Contig380__3 465    
TcBrA4_Contig380__4 471    
TcBrA4_Contig380__5 468    
TcBrA4_Contig380__6 411    
TcBrA4_Contig380__7 4020   
TcBrA4_Contig380__8 1410   
TcBrA4_Contig380__9 726    
TcBrA4_Contig380__10 699    
TcBrA4_Contig380__11 558    
TcBrA4_Contig380__12 750    
TcBrA4_Contig380__13 585    
TcBrA4_Contig380__14 981    
TcBrA4_Contig380__15 2121   
TcBrA4_Contig380__16 597    
TcBrA4_Contig380__17 477    
TcBrA4_Contig380__18 708    
TcBrA4_Contig380__19 597    
TcBrA4_Contig43__1 432    
TcBrA4_Contig43__2 525    
TcBrA4_Contig43__3 7635   
TcBrA4_Contig43__4 747    
TcBrA4_Contig43__5 1959   
TcBrA4_Contig43__6 549    
TcBrA4_Contig43__7 930    
TcBrA4_Chr1__1 444    
TcBrA4_Chr1__2 438    
TcBrA4_Chr1__3 6573   
TcBrA4_Chr1__4 1746   
TcBrA4_Chr1__5 1521   
TcBrA4_Chr1__6 678    
TcBrA4_Chr1__7 747    
TcBrA4_Chr1__8 486    
TcBrA4_Chr1__9 510    
TcBrA4_Chr1__10 534    
TcBrA4_Chr1__11 1662   
TcBrA4_Chr1__12 486    
TcBrA4_Chr1__13 654    
TcBrA4_Chr1__14 708    
TcBrA4_Chr1__15 543    
TcBrA4_Chr1__16 774    
TcBrA4_Chr1__1 438    
TcBrA4_Chr1__2 3576   
TcBrA4_Chr1__3 813    
TcBrA4_Chr1__4 2796   
TcBrA4_Chr1__5 2364   
TcBrA4_Chr1__6 870    
TcBrA4_Chr1__7 486    
TcBrA4_Chr1__8 1227   
TcBrA4_Chr1__9 1545   
TcBrA4_Chr1__10 429    
TcBrA4_Chr1__11 498    
TcBrA4_Chr1__12 435    
TcBrA4_Chr1__13 438    
TcBrA4_Chr12__1 1386   
TcBrA4_Chr12__2 3549   
TcBrA4_Chr12__3 540    
TcBrA4_Chr12__4 4308   
TcBrA4_Chr12__5 714    
TcBrA4_Chr12__6 486    
TcBrA4_Chr12__7 1131   
TcBrA4_Chr12__8 672    
TcBrA4_Chr12__9 537    
TcBrA4_Chr12__10 480    
TcBrA4_Chr12__11 405    
TcBrA4_Chr12__12 441    
TcBrA4_Chr12__13 438    
TcBrA4_Chr12__14 1668   
TcBrA4_Chr12__1 540    
TcBrA4_Chr12__2 540    
TcBrA4_Chr12__3 720    
TcBrA4_Chr12__4 567    
TcBrA4_Chr12__5 603    
TcBrA4_Chr12__6 486    
TcBrA4_Chr12__7 717    
TcBrA4_Chr12__8 1665   
TcBrA4_Chr12__9 621    
TcBrA4_Chr12__10 1029   
TcBrA4_Chr12__11 480    
TcBrA4_Chr12__12 780    
TcBrA4_Chr12__1 819    
TcBrA4_Chr12__2 2412   
TcBrA4_Chr12__3 501    
TcBrA4_Chr12__4 3318   
TcBrA4_Chr12__5 2190   
TcBrA4_Chr12__6 1524   
TcBrA4_Chr12__7 645    
TcBrA4_Chr12__8 627    
TcBrA4_Chr12__9 864    
TcBrA4_Chr12__10 621    
TcBrA4_Chr12__11 894    
TcBrA4_Chr12__12 546    
TcBrA4_Chr12__13 537    
TcBrA4_Chr12__14 519    
TcBrA4_Chr12__15 477    
TcBrA4_Chr12__16 705    
TcBrA4_Chr12__17 717    
TcBrA4_Chr12__18 708    
TcBrA4_Chr12__1 459    
TcBrA4_Chr12__2 4500   
TcBrA4_Chr12__3 4272   
TcBrA4_Chr12__4 1347   
TcBrA4_Chr12__5 675    
TcBrA4_Chr12__6 753    
TcBrA4_Chr12__7 801    
TcBrA4_Chr12__8 402    
TcBrA4_Chr12__9 702    
TcBrA4_Chr12__10 774    
TcBrA4_Chr12__11 807    
TcBrA4_Chr12__12 573    
TcBrA4_Chr12__13 519    
TcBrA4_Chr12__14 639    
TcBrA4_Chr12__15 1644   
TcBrA4_Chr12__1 2886   
TcBrA4_Chr12__2 4836   
TcBrA4_Chr12__3 615    
TcBrA4_Chr12__4 2064   
TcBrA4_Chr12__5 726    
TcBrA4_Chr12__6 966    
TcBrA4_Chr12__7 702    
TcBrA4_Chr12__8 3465   
TcBrA4_Chr12__9 432    
TcBrA4_Chr12__10 402    
TcBrA4_Chr12__11 639    
TcBrA4_Chr12__12 1641   
TcBrA4_Chr12__1 414    
TcBrA4_Chr12__2 6015   
TcBrA4_Chr12__3 834    
TcBrA4_Chr12__4 3231   
TcBrA4_Chr12__5 522    
TcBrA4_Chr12__6 1596   
TcBrA4_Chr12__7 702    
TcBrA4_Chr12__8 1785   
TcBrA4_Chr12__9 516    
TcBrA4_Chr12__10 498    
TcBrA4_Chr12__11 522    
TcBrA4_Chr12__12 939    
TcBrA4_Chr12__13 1335   
TcBrA4_Chr12__1 438    
TcBrA4_Chr12__2 828    
TcBrA4_Chr12__3 2625   
TcBrA4_Chr12__4 825    
TcBrA4_Chr12__5 1362   
TcBrA4_Chr12__6 771    
TcBrA4_Chr12__7 825    
TcBrA4_Chr12__8 3423   
TcBrA4_Chr12__9 1080   
TcBrA4_Chr12__10 495    
TcBrA4_Chr12__11 945    
TcBrA4_Chr12__12 498    
TcBrA4_Chr12__13 963    
TcBrA4_Chr12__14 468    
TcBrA4_Chr12__15 534    
TcBrA4_Chr17__1 1683   
TcBrA4_Chr17__2 561    
TcBrA4_Chr17__3 7515   
TcBrA4_Chr17__4 699    
TcBrA4_Chr17__5 558    
TcBrA4_Chr17__6 501    
TcBrA4_Chr17__7 849    
TcBrA4_Chr17__8 405    
TcBrA4_Chr17__9 702    
TcBrA4_Chr17__10 945    
TcBrA4_Chr17__11 978    
TcBrA4_Chr17__12 444    
TcBrA4_Chr17__13 1104   
TcBrA4_Chr17__1 1530   
TcBrA4_Chr17__2 405    
TcBrA4_Chr17__3 786    
TcBrA4_Chr17__4 561    
TcBrA4_Chr17__5 1218   
TcBrA4_Chr17__6 420    
TcBrA4_Chr17__7 423    
TcBrA4_Chr17__8 3762   
TcBrA4_Chr17__9 903    
TcBrA4_Chr17__10 480    
TcBrA4_Chr17__11 747    
TcBrA4_Chr17__12 606    
TcBrA4_Chr17__13 696    
TcBrA4_Chr17__14 2007   
TcBrA4_Chr17__15 423    
TcBrA4_Chr17__16 540    
TcBrA4_Chr17__17 582    
TcBrA4_Chr17__18 771    
TcBrA4_Chr2__1 456    
TcBrA4_Chr2__2 5241   
TcBrA4_Chr2__3 2172   
TcBrA4_Chr2__4 456    
TcBrA4_Chr2__5 501    
TcBrA4_Chr2__6 1212   
TcBrA4_Chr2__7 453    
TcBrA4_Chr2__8 774    
TcBrA4_Chr2__9 945    
TcBrA4_Chr2__10 858    
TcBrA4_Chr2__11 612    
TcBrA4_Chr2__12 402    
TcBrA4_Chr2__13 1386   
TcBrA4_Chr2__1 678    
TcBrA4_Chr2__2 747    
TcBrA4_Chr2__3 627    
TcBrA4_Chr2__4 1734   
TcBrA4_Chr2__5 873    
TcBrA4_Chr2__6 534    
TcBrA4_Chr2__7 438    
TcBrA4_Chr2__8 1668   
TcBrA4_Chr20__1 459    
TcBrA4_Chr20__2 1572   
TcBrA4_Chr20__3 651    
TcBrA4_Chr20__4 936    
TcBrA4_Chr20__5 1290   
TcBrA4_Chr20__6 4209   
TcBrA4_Chr20__7 651    
TcBrA4_Chr20__8 648    
TcBrA4_Chr20__9 744    
TcBrA4_Chr20__10 846    
TcBrA4_Chr20__11 468    
TcBrA4_Chr20__12 702    
TcBrA4_Chr20__13 879    
TcBrA4_Chr20__14 807    
TcBrA4_Chr20__15 501    
TcBrA4_Chr20__16 546    
TcBrA4_Chr20__17 402    
TcBrA4_Chr20__18 555    
TcBrA4_Chr20__19 843    
TcBrA4_Chr20__1 729    
TcBrA4_Chr20__2 3018   
TcBrA4_Chr20__3 921    
TcBrA4_Chr20__4 477    
TcBrA4_Chr20__5 894    
TcBrA4_Chr20__6 1290   
TcBrA4_Chr20__7 3510   
TcBrA4_Chr20__8 744    
TcBrA4_Chr20__9 747    
TcBrA4_Chr20__10 486    
TcBrA4_Chr20__11 702    
TcBrA4_Chr20__12 879    
TcBrA4_Chr20__13 567    
TcBrA4_Chr20__14 630    
TcBrA4_Chr20__15 477    
TcBrA4_Chr20__16 402    
TcBrA4_Chr20__17 645    
TcBrA4_Chr20__18 1671   
TcBrA4_Chr20__1 1563   
TcBrA4_Chr20__2 402    
TcBrA4_Chr20__3 4074   
TcBrA4_Chr20__4 1233   
TcBrA4_Chr20__5 1008   
TcBrA4_Chr20__6 1644   
TcBrA4_Chr20__7 909    
TcBrA4_Chr20__8 726    
TcBrA4_Chr20__9 966    
TcBrA4_Chr20__10 489    
TcBrA4_Chr20__11 702    
TcBrA4_Chr20__12 879    
TcBrA4_Chr20__13 630    
TcBrA4_Chr20__14 402    
TcBrA4_Chr20__15 441    
TcBrA4_Chr20__16 1668   
TcBrA4_Chr21__1 5730   
TcBrA4_Chr21__2 483    
TcBrA4_Chr21__3 4731   
TcBrA4_Chr21__4 645    
TcBrA4_Chr21__5 453    
TcBrA4_Chr21__6 486    
TcBrA4_Chr21__7 654    
TcBrA4_Chr21__8 1194   
TcBrA4_Chr21__9 612    
TcBrA4_Chr21__10 642    
TcBrA4_Chr21__11 1668   
TcBrA4_Chr21__1 807    
TcBrA4_Chr21__2 579    
TcBrA4_Chr21__3 486    
TcBrA4_Chr21__4 702    
TcBrA4_Chr21__5 1320   
TcBrA4_Chr21__6 951    
TcBrA4_Chr21__7 462    
TcBrA4_Chr21__8 633    
TcBrA4_Chr21__9 870    
TcBrA4_Chr21__10 498    
TcBrA4_Chr24__1 681    
TcBrA4_Chr24__2 993    
TcBrA4_Chr24__3 2748   
TcBrA4_Chr24__4 1509   
TcBrA4_Chr24__5 483    
TcBrA4_Chr24__6 1233   
TcBrA4_Chr24__7 504    
TcBrA4_Chr24__8 597    
TcBrA4_Chr24__9 603    
TcBrA4_Chr24__10 486    
TcBrA4_Chr24__11 441    
TcBrA4_Chr24__12 1383   
TcBrA4_Chr24__13 693    
TcBrA4_Chr24__14 498    
TcBrA4_Chr25__1 4749   
TcBrA4_Chr25__2 510    
TcBrA4_Chr25__3 525    
TcBrA4_Chr25__4 4725   
TcBrA4_Chr25__5 747    
TcBrA4_Chr25__6 486    
TcBrA4_Chr25__7 420    
TcBrA4_Chr25__8 702    
TcBrA4_Chr25__9 1620   
TcBrA4_Chr25__10 444    
TcBrA4_Chr25__11 1671   
TcBrA4_Chr25__1 2514   
TcBrA4_Chr25__2 822    
TcBrA4_Chr25__3 7434   
TcBrA4_Chr25__4 444    
TcBrA4_Chr25__5 486    
TcBrA4_Chr25__6 420    
TcBrA4_Chr25__7 807    
TcBrA4_Chr25__8 534    
TcBrA4_Chr25__9 642    
TcBrA4_Chr25__10 546    
TcBrA4_Chr25__11 780    
TcBrA4_Chr25__1 3780   
TcBrA4_Chr25__2 525    
TcBrA4_Chr25__3 4209   
TcBrA4_Chr25__4 678    
TcBrA4_Chr25__5 747    
TcBrA4_Chr25__6 420    
TcBrA4_Chr25__7 492    
TcBrA4_Chr25__8 702    
TcBrA4_Chr25__9 1305   
TcBrA4_Chr25__10 561    
TcBrA4_Chr25__1 3015   
TcBrA4_Chr25__2 2310   
TcBrA4_Chr25__3 2286   
TcBrA4_Chr25__4 1959   
TcBrA4_Chr25__5 450    
TcBrA4_Chr25__6 444    
TcBrA4_Chr25__7 1671   
TcBrA4_Chr26__1 420    
TcBrA4_Chr26__2 660    
TcBrA4_Chr26__3 660    
TcBrA4_Chr26__4 738    
