Name           Length 
TcYC6_Chr15__5 570    
TcYC6_Chr15__6 645    
TcYC6_Chr15__7 963    
TcYC6_Chr15__1 1023   
TcYC6_Chr15__2 4428   
TcYC6_Chr15__3 4683   
TcYC6_Chr15__4 1563   
TcYC6_Chr15__5 450    
TcYC6_Chr15__6 939    
TcYC6_Chr15__7 486    
TcYC6_Chr15__8 1002   
TcYC6_Chr15__9 702    
TcYC6_Chr15__10 645    
TcYC6_Chr15__11 549    
TcYC6_Chr15__1 6357   
TcYC6_Chr15__2 3618   
TcYC6_Chr15__3 759    
TcYC6_Chr15__4 1002   
TcYC6_Chr15__5 702    
TcYC6_Chr15__6 753    
TcYC6_Chr15__7 516    
TcYC6_Chr15__8 645    
TcYC6_Chr15__9 852    
TcYC6_Chr17__1 1467   
TcYC6_Chr17__2 4296   
TcYC6_Chr17__3 423    
TcYC6_Chr17__4 4848   
TcYC6_Chr17__5 483    
TcYC6_Chr17__6 558    
TcYC6_Chr17__7 702    
TcYC6_Chr17__8 2121   
TcYC6_Chr17__9 714    
TcYC6_Chr17__10 783    
TcYC6_Chr17__1 423    
TcYC6_Chr17__2 516    
TcYC6_Chr17__3 483    
TcYC6_Chr17__4 558    
TcYC6_Chr17__5 747    
TcYC6_Chr17__6 702    
TcYC6_Chr17__7 636    
TcYC6_Chr17__8 2121   
TcYC6_Chr17__9 444    
TcYC6_Chr17__10 462    
TcYC6_Chr17__1 969    
TcYC6_Chr17__2 558    
TcYC6_Chr17__3 702    
TcYC6_Chr17__4 636    
TcYC6_Chr17__5 1734   
TcYC6_Chr17__6 630    
TcYC6_Chr17__7 783    
TcYC6_Chr20__1 2769   
TcYC6_Chr20__2 810    
TcYC6_Chr20__3 7590   
TcYC6_Chr20__4 450    
TcYC6_Chr20__5 678    
TcYC6_Chr20__6 561    
TcYC6_Chr20__7 426    
TcYC6_Chr20__8 531    
TcYC6_Chr20__9 645    
TcYC6_Chr20__10 1668   
TcYC6_Chr23__1 1380   
TcYC6_Chr23__2 678    
TcYC6_Chr23__3 1188   
TcYC6_Chr23__4 495    
TcYC6_Chr23__5 711    
TcYC6_Chr23__6 1587   
TcYC6_Chr23__7 534    
TcYC6_Chr23__8 600    
TcYC6_Chr23__9 645    
TcYC6_Chr23__10 600    
TcYC6_Chr23__11 438    
TcYC6_Chr23__12 669    
TcYC6_Chr23__1 810    
TcYC6_Chr23__2 780    
TcYC6_Chr23__3 516    
TcYC6_Chr23__4 471    
TcYC6_Chr23__5 714    
TcYC6_Chr23__6 978    
TcYC6_Chr23__7 489    
TcYC6_Chr23__8 825    
TcYC6_Chr23__9 405    
TcYC6_Chr23__10 615    
TcYC6_Chr23__11 486    
TcYC6_Chr23__12 465    
TcYC6_Chr23__13 726    
TcYC6_Chr23__14 762    
TcYC6_Chr23__15 783    
TcYC6_Chr23__16 1173   
TcYC6_Chr23__17 870    
TcYC6_Chr23__18 921    
TcYC6_Chr23__19 531    
TcYC6_Chr23__20 594    
TcYC6_Chr23__21 984    
TcYC6_Chr23__22 669    
TcYC6_Chr25__1 831    
TcYC6_Chr25__2 3114   
TcYC6_Chr25__3 2616   
TcYC6_Chr25__4 3570   
TcYC6_Chr25__5 690    
TcYC6_Chr25__6 864    
TcYC6_Chr25__7 486    
TcYC6_Chr25__8 702    
TcYC6_Chr25__9 1983   
TcYC6_Chr25__10 1020   
TcYC6_Chr25__11 528    
TcYC6_Chr25__12 534    
TcYC6_Chr25__13 429    
TcYC6_Chr25__14 777    
TcYC6_Chr25__1 1155   
TcYC6_Chr25__2 690    
TcYC6_Chr25__3 864    
TcYC6_Chr25__4 420    
TcYC6_Chr25__5 696    
TcYC6_Chr25__6 837    
TcYC6_Chr25__7 2286   
TcYC6_Chr25__8 528    
TcYC6_Chr25__9 534    
TcYC6_Chr25__10 429    
TcYC6_Chr25__11 777    
TcYC6_Chr25__1 6954   
TcYC6_Chr25__2 3366   
TcYC6_Chr25__3 690    
TcYC6_Chr25__4 864    
TcYC6_Chr25__5 945    
TcYC6_Chr25__6 1932   
TcYC6_Chr25__7 714    
TcYC6_Chr25__8 1023   
TcYC6_Chr25__9 534    
TcYC6_Chr25__10 429    
TcYC6_Chr25__11 777    
TcYC6_Chr26__1 1458   
TcYC6_Chr26__2 4035   
TcYC6_Chr26__3 414    
TcYC6_Chr26__4 660    
TcYC6_Chr26__5 513    
TcYC6_Chr26__6 3489   
TcYC6_Chr26__7 744    
TcYC6_Chr26__8 747    
TcYC6_Chr26__9 483    
TcYC6_Chr26__10 474    
TcYC6_Chr26__11 1176   
TcYC6_Chr26__12 444    
TcYC6_Chr26__13 552    
TcYC6_Chr26__14 438    
TcYC6_Chr26__15 1839   
TcYC6_Chr26__1 726    
TcYC6_Chr26__2 2529   
TcYC6_Chr26__3 684    
TcYC6_Chr26__4 429    
TcYC6_Chr26__5 837    
TcYC6_Chr26__6 3144   
TcYC6_Chr26__7 702    
TcYC6_Chr26__8 3372   
TcYC6_Chr26__9 429    
TcYC6_Chr26__10 720    
TcYC6_Chr26__11 558    
TcYC6_Chr3__1  480    
TcYC6_Chr3__2  762    
TcYC6_Chr3__3  495    
TcYC6_Chr3__4  888    
TcYC6_Chr3__5  483    
TcYC6_Chr3__6  702    
TcYC6_Chr3__7  1095   
TcYC6_Chr3__8  1572   
TcYC6_Chr3__9  645    
TcYC6_Chr3__10 1056   
TcYC6_Chr30__1 486    
TcYC6_Chr30__2 702    
TcYC6_Chr30__3 1206   
TcYC6_Chr30__4 774    
TcYC6_Chr30__5 645    
TcYC6_Chr30__6 780    
TcYC6_Chr31__1 5478   
TcYC6_Chr31__2 2646   
TcYC6_Chr31__3 1317   
TcYC6_Chr31__4 1500   
TcYC6_Chr31__5 1530   
TcYC6_Chr31__6 807    
TcYC6_Chr31__7 492    
TcYC6_Chr31__8 525    
TcYC6_Chr31__1 717    
TcYC6_Chr31__2 549    
TcYC6_Chr31__3 432    
TcYC6_Chr31__4 486    
TcYC6_Chr31__5 1734   
TcYC6_Chr31__6 651    
TcYC6_Chr31__7 414    
TcYC6_Chr31__8 636    
TcYC6_Chr31__9 1662   
TcYC6_Chr31__1 918    
TcYC6_Chr31__2 426    
TcYC6_Chr31__3 678    
TcYC6_Chr31__4 486    
TcYC6_Chr31__5 1998   
TcYC6_Chr31__6 702    
TcYC6_Chr31__7 807    
TcYC6_Chr31__8 414    
TcYC6_Chr31__9 1080   
TcYC6_Chr31__10 1671   
TcYC6_Chr36__1 1035   
TcYC6_Chr36__2 702    
TcYC6_Chr36__3 2601   
TcYC6_Chr36__4 402    
TcYC6_Chr36__5 600    
TcYC6_Chr36__6 645    
TcYC6_Chr36__7 846    
TcYC6_Chr36__8 537    
TcYC6_Chr40__1 687    
TcYC6_Chr40__2 612    
TcYC6_Chr40__3 1038   
TcYC6_Chr40__4 486    
TcYC6_Chr40__5 702    
TcYC6_Chr40__6 1734   
TcYC6_Chr40__7 639    
TcYC6_Chr40__8 438    
TcYC6_Chr40__9 1665   
TcYC6_Chr40__1 2040   
TcYC6_Chr40__2 4485   
TcYC6_Chr40__3 705    
TcYC6_Chr40__4 3282   
TcYC6_Chr40__5 549    
TcYC6_Chr40__6 1035   
TcYC6_Chr40__7 849    
TcYC6_Chr40__8 486    
TcYC6_Chr40__9 546    
TcYC6_Chr40__10 1620   
TcYC6_Chr40__11 639    
TcYC6_Chr40__12 438    
TcYC6_Chr40__13 1665   
TcYC6_Chr40__1 3555   
TcYC6_Chr40__2 789    
TcYC6_Chr40__3 4374   
TcYC6_Chr40__4 483    
TcYC6_Chr40__5 2064   
TcYC6_Chr40__6 678    
TcYC6_Chr40__7 486    
TcYC6_Chr40__8 672    
TcYC6_Chr40__9 567    
TcYC6_Chr40__10 1719   
TcYC6_Chr40__11 480    
TcYC6_Chr40__12 642    
TcYC6_Chr40__13 438    
TcYC6_Chr40__14 1668   
TcYC6_Chr40__1 1512   
TcYC6_Chr40__2 3483   
TcYC6_Chr40__3 1107   
TcYC6_Chr40__4 2973   
TcYC6_Chr40__5 510    
TcYC6_Chr40__6 1056   
TcYC6_Chr40__7 1179   
TcYC6_Chr40__8 702    
TcYC6_Chr40__9 2553   
TcYC6_Chr40__10 945    
TcYC6_Chr40__11 438    
TcYC6_Chr40__12 780    
TcYC6_Chr6__1  1485   
TcYC6_Chr6__2  1161   
TcYC6_Chr6__3  2793   
TcYC6_Chr6__4  2538   
TcYC6_Chr6__5  483    
TcYC6_Chr6__6  648    
TcYC6_Chr6__7  690    
TcYC6_Chr6__8  405    
TcYC6_Chr6__9  1734   
TcYC6_Chr6__10 546    
TcYC6_Chr6__11 477    
TcYC6_Chr6__12 798    
TcYC6_Chr7__1  2370   
TcYC6_Chr7__2  7959   
TcYC6_Chr7__3  747    
TcYC6_Chr7__4  486    
TcYC6_Chr7__5  702    
TcYC6_Chr7__6  627    
TcYC6_Chr7__7  1350   
TcYC6_Chr7__8  402    
TcYC6_Chr7__9  645    
TcYC6_Chr7__10 1653   
TcYC6_Contig11__1 2373   
TcYC6_Contig11__2 5529   
TcYC6_Contig11__3 1761   
TcYC6_Contig11__4 1809   
TcYC6_Contig11__5 741    
TcYC6_Contig11__6 2904   
TcYC6_Contig11__7 807    
TcYC6_Contig11__8 690    
TcYC6_Contig11__9 771    
TcYC6_Contig11__10 438    
TcYC6_Contig11__11 777    
TcYC6_Contig131__1 1044   
TcYC6_Contig131__2 1206   
TcYC6_Contig131__3 402    
TcYC6_Contig131__4 444    
TcYC6_Contig186__1 1854   
TcYC6_Contig186__2 588    
TcYC6_Contig186__3 420    
TcYC6_Contig186__4 2292   
TcYC6_Contig186__5 501    
TcYC6_Contig186__6 444    
TcYC6_Contig186__7 438    
TcYC6_Contig186__8 1320   
TcYC6_Contig188__1 6387   
TcYC6_Contig188__2 1020   
TcYC6_Contig188__3 516    
TcYC6_Contig188__4 3165   
TcYC6_Contig188__5 450    
TcYC6_Contig188__6 486    
TcYC6_Contig188__7 471    
TcYC6_Contig188__8 702    
TcYC6_Contig188__9 1035   
TcYC6_Contig188__10 711    
TcYC6_Contig188__11 519    
TcYC6_Contig188__12 654    
TcYC6_Contig188__13 534    
TcYC6_Contig188__14 609    
TcYC6_Contig188__15 645    
TcYC6_Contig188__16 1671   
TcYC6_Contig209__1 894    
TcYC6_Contig209__2 522    
TcYC6_Contig209__3 1161   
TcYC6_Contig209__4 1113   
TcYC6_Contig209__5 843    
TcYC6_Contig209__6 1704   
TcYC6_Contig209__7 1134   
TcYC6_Contig209__8 693    
TcYC6_Contig209__9 648    
TcYC6_Contig209__10 477    
TcYC6_Contig209__11 618    
TcYC6_Contig209__12 549    
TcYC6_Contig209__13 810    
TcYC6_Contig209__14 402    
TcYC6_Contig209__15 504    
TcYC6_Contig209__16 744    
TcYC6_Contig218__1 1404   
TcYC6_Contig218__2 402    
TcYC6_Contig218__3 633    
TcYC6_Contig218__4 405    
TcYC6_Contig218__5 702    
TcYC6_Contig218__6 2307   
TcYC6_Contig218__7 549    
TcYC6_Contig218__8 1629   
TcYC6_Contig232__1 531    
TcYC6_Contig232__2 522    
TcYC6_Contig232__3 1080   
TcYC6_Contig232__4 1005   
TcYC6_Contig232__5 645    
TcYC6_Contig232__6 438    
TcYC6_Contig232__7 1206   
TcYC6_Contig248__1 5004   
TcYC6_Contig248__2 3066   
TcYC6_Contig248__3 864    
TcYC6_Contig248__4 417    
TcYC6_Contig248__5 1206   
TcYC6_Contig248__6 1887   
TcYC6_Contig248__7 402    
TcYC6_Contig248__8 444    
TcYC6_Contig248__9 1671   
TcYC6_Contig249__1 4992   
TcYC6_Contig249__2 3504   
TcYC6_Contig249__3 2364   
TcYC6_Contig249__4 591    
TcYC6_Contig249__5 1044   
TcYC6_Contig249__6 1734   
TcYC6_Contig249__7 939    
TcYC6_Contig249__8 402    
TcYC6_Contig249__9 444    
TcYC6_Contig258__1 840    
TcYC6_Contig258__2 678    
TcYC6_Contig258__3 669    
TcYC6_Contig258__4 486    
TcYC6_Contig258__5 702    
TcYC6_Contig258__6 1734   
TcYC6_Contig258__7 426    
TcYC6_Contig258__8 414    
TcYC6_Contig258__9 639    
TcYC6_Contig258__10 867    
TcYC6_Contig258__11 525    
TcYC6_Contig42__1 2499   
TcYC6_Contig42__2 585    
TcYC6_Contig42__3 747    
TcYC6_Contig42__4 486    
TcYC6_Contig42__5 831    
TcYC6_Contig42__6 2097   
TcYC6_Contig42__7 447    
TcYC6_Contig42__8 402    
TcYC6_Contig42__9 645    
TcYC6_Contig42__10 777    
TcYC6_Contig73__1 3048   
TcYC6_Contig73__2 405    
TcYC6_Contig73__3 1107   
TcYC6_Contig73__4 1542   
TcYC6_Contig73__5 2940   
TcYC6_Contig73__6 741    
TcYC6_Contig73__7 492    
TcYC6_Contig73__8 702    
TcYC6_Contig73__9 480    
TcYC6_Contig73__10 402    
TcYC6_Contig73__11 618    
TcYC6_Contig80__1 621    
TcYC6_Contig80__2 642    
TcYC6_Contig80__3 837    
TcYC6_Contig80__4 888    
TcYC6_Contig80__5 597    
TcYC6_Contig80__6 828    
TcYC6_Contig80__7 888    
TcYC6_Contig80__8 498    
TcYC6_Contig80__9 777    
TcYC6_Chr1__1  3711   
TcYC6_Chr1__2  6798   
TcYC6_Chr1__3  594    
TcYC6_Chr1__4  486    
TcYC6_Chr1__5  456    
TcYC6_Chr1__6  2196   
TcYC6_Chr1__7  645    
TcYC6_Chr1__8  1668   
TcYC6_Chr1__1  1338   
TcYC6_Chr1__2  6957   
TcYC6_Chr1__3  1758   
TcYC6_Chr1__4  594    
TcYC6_Chr1__5  486    
TcYC6_Chr1__6  2532   
TcYC6_Chr1__7  450    
TcYC6_Chr1__8  1284   
TcYC6_Chr1__9  1671   
TcYC6_Chr15__1 2943   
TcYC6_Chr15__2 528    
TcYC6_Chr15__3 801    
TcYC6_Chr15__4 1056   
TcYC6_Chr15__5 414    
TcYC6_Chr15__6 921    
TcYC6_Chr15__7 1374   
TcYC6_Chr15__8 2295   
TcYC6_Chr15__9 1275   
TcYC6_Chr15__10 744    
TcYC6_Chr15__11 888    
TcYC6_Chr15__12 456    
TcYC6_Chr15__13 696    
TcYC6_Chr15__14 1170   
TcYC6_Chr15__15 1731   
TcYC6_Chr15__16 444    
TcYC6_Chr15__17 609    
TcYC6_Chr15__18 645    
TcYC6_Chr15__19 1056   
TcYC6_Chr15__1 7599   
TcYC6_Chr15__2 1185   
TcYC6_Chr15__3 1389   
TcYC6_Chr15__4 1275   
TcYC6_Chr15__5 744    
TcYC6_Chr15__6 888    
TcYC6_Chr15__7 456    
TcYC6_Chr15__8 495    
TcYC6_Chr15__9 789    
TcYC6_Chr15__10 1767   
TcYC6_Chr15__11 609    
TcYC6_Chr15__12 645    
TcYC6_Chr15__13 1056   
TcYC6_Chr17__1 594    
TcYC6_Chr17__2 969    
TcYC6_Chr17__3 474    
TcYC6_Chr17__4 747    
TcYC6_Chr17__5 702    
TcYC6_Chr17__6 636    
TcYC6_Chr17__7 1734   
TcYC6_Chr17__8 447    
TcYC6_Chr17__9 702    
TcYC6_Chr17__10 708    
TcYC6_Chr17__1 6864   
TcYC6_Chr17__2 969    
TcYC6_Chr17__3 2442   
TcYC6_Chr17__4 1620   
TcYC6_Chr17__5 402    
TcYC6_Chr17__6 945    
TcYC6_Chr17__7 582    
TcYC6_Chr17__8 2571   
TcYC6_Chr17__9 444    
TcYC6_Chr17__10 531    
TcYC6_Chr17__11 624    
TcYC6_Chr17__12 783    
TcYC6_Chr17__1 2994   
TcYC6_Chr17__2 2643   
TcYC6_Chr17__3 486    
TcYC6_Chr17__4 2157   
TcYC6_Chr17__5 1605   
TcYC6_Chr17__6 402    
TcYC6_Chr17__7 504    
TcYC6_Chr17__8 636    
TcYC6_Chr17__9 444    
TcYC6_Chr17__10 531    
TcYC6_Chr17__11 624    
TcYC6_Chr17__12 441    
TcYC6_Chr17__13 783    
TcYC6_Chr18__1 1575   
TcYC6_Chr18__2 486    
TcYC6_Chr18__3 1311   
TcYC6_Chr18__4 1587   
TcYC6_Chr18__5 2184   
TcYC6_Chr18__6 645    
TcYC6_Chr18__7 777    
TcYC6_Chr18__1 456    
TcYC6_Chr18__2 2475   
TcYC6_Chr18__3 954    
TcYC6_Chr18__4 534    
TcYC6_Chr18__5 411    
TcYC6_Chr18__6 2934   
TcYC6_Chr18__7 522    
TcYC6_Chr18__8 486    
TcYC6_Chr18__9 1314   
TcYC6_Chr18__10 1944   
TcYC6_Chr18__11 2046   
TcYC6_Chr18__12 447    
TcYC6_Chr18__13 645    
TcYC6_Chr18__14 873    
TcYC6_Chr18__1 1077   
TcYC6_Chr18__2 1575   
TcYC6_Chr18__3 486    
TcYC6_Chr18__4 1311   
TcYC6_Chr18__5 2001   
TcYC6_Chr18__6 2097   
TcYC6_Chr18__7 708    
TcYC6_Chr18__8 645    
TcYC6_Chr19__1 1845   
TcYC6_Chr19__2 429    
TcYC6_Chr19__3 720    
TcYC6_Chr19__4 534    
TcYC6_Chr19__5 645    
TcYC6_Chr19__6 1632   
TcYC6_Chr20__1 456    
TcYC6_Chr20__2 4248   
TcYC6_Chr20__3 2127   
TcYC6_Chr20__4 741    
TcYC6_Chr20__5 582    
TcYC6_Chr20__6 591    
TcYC6_Chr20__7 702    
TcYC6_Chr20__8 867    
TcYC6_Chr20__9 1071   
TcYC6_Chr20__10 1113   
TcYC6_Chr20__11 693    
TcYC6_Chr20__12 843    
TcYC6_Chr20__13 921    
TcYC6_Chr20__14 480    
TcYC6_Chr20__1 459    
TcYC6_Chr20__2 564    
TcYC6_Chr20__3 885    
TcYC6_Chr20__4 1629   
TcYC6_Chr20__5 588    
TcYC6_Chr20__6 462    
TcYC6_Chr20__7 969    
TcYC6_Chr20__8 438    
TcYC6_Chr20__9 483    
TcYC6_Chr20__10 555    
TcYC6_Chr20__11 549    
TcYC6_Chr20__12 1347   
TcYC6_Chr20__13 429    
TcYC6_Chr22__1 1554   
TcYC6_Chr22__2 1725   
TcYC6_Chr22__3 1965   
TcYC6_Chr22__4 963    
TcYC6_Chr22__5 1338   
TcYC6_Chr22__6 702    
TcYC6_Chr22__7 1716   
TcYC6_Chr22__8 1284   
TcYC6_Chr22__9 1674   
TcYC6_Chr22__1 894    
TcYC6_Chr22__2 2712   
TcYC6_Chr22__3 2874   
TcYC6_Chr22__4 1800   
TcYC6_Chr22__5 1605   
TcYC6_Chr22__6 2610   
TcYC6_Chr22__7 963    
TcYC6_Chr22__8 1338   
TcYC6_Chr22__9 1329   
TcYC6_Chr22__10 1551   
TcYC6_Chr22__11 543    
TcYC6_Chr22__12 873    
TcYC6_Chr22__13 1839   
TcYC6_Chr22__1 918    
TcYC6_Chr22__2 1821   
TcYC6_Chr22__3 1131   
TcYC6_Chr22__4 987    
TcYC6_Chr22__5 702    
TcYC6_Chr22__6 2061   
TcYC6_Chr22__7 543    
TcYC6_Chr22__8 1284   
TcYC6_Chr22__9 1674   
TcYC6_Chr22__1 420    
TcYC6_Chr22__2 3546   
TcYC6_Chr22__3 1254   
TcYC6_Chr22__4 5613   
TcYC6_Chr22__5 486    
TcYC6_Chr22__6 702    
TcYC6_Chr22__7 3072   
TcYC6_Chr22__8 543    
TcYC6_Chr22__9 1359   
TcYC6_Chr22__10 1212   
TcYC6_Chr22__1 447    
TcYC6_Chr22__2 723    
TcYC6_Chr22__3 531    
TcYC6_Chr22__4 606    
TcYC6_Chr22__5 1596   
TcYC6_Chr22__6 1089   
TcYC6_Chr22__7 447    
TcYC6_Chr22__8 462    
TcYC6_Chr22__9 654    
TcYC6_Chr22__10 441    
TcYC6_Chr22__1 939    
TcYC6_Chr22__2 2154   
TcYC6_Chr22__3 744    
TcYC6_Chr22__4 747    
TcYC6_Chr22__5 702    
TcYC6_Chr22__6 1284   
TcYC6_Chr22__7 534    
TcYC6_Chr22__8 645    
TcYC6_Chr22__9 1668   
TcYC6_Chr22__1 5475   
TcYC6_Chr22__2 2550   
TcYC6_Chr22__3 2946   
TcYC6_Chr22__4 744    
TcYC6_Chr22__5 747    
TcYC6_Chr22__6 702    
TcYC6_Chr22__7 1269   
TcYC6_Chr22__8 534    
TcYC6_Chr22__9 645    
TcYC6_Chr22__10 1668   
TcYC6_Chr26__1 3144   
TcYC6_Chr26__2 2007   
TcYC6_Chr26__3 807    
TcYC6_Chr26__4 1197   
TcYC6_Chr26__5 723    
TcYC6_Chr26__6 1959   
TcYC6_Chr26__7 486    
TcYC6_Chr26__8 1560   
TcYC6_Chr26__9 1893   
TcYC6_Chr26__10 645    
TcYC6_Chr26__11 780    
TcYC6_Chr26__1 1215   
TcYC6_Chr26__2 1344   
TcYC6_Chr26__3 819    
TcYC6_Chr26__4 2727   
TcYC6_Chr26__5 729    
TcYC6_Chr26__6 2553   
TcYC6_Chr26__7 2922   
TcYC6_Chr26__8 1356   
TcYC6_Chr26__9 495    
TcYC6_Chr26__10 495    
TcYC6_Chr26__11 645    
TcYC6_Chr26__12 780    
TcYC6_Chr28__1 5490   
TcYC6_Chr28__2 2043   
TcYC6_Chr28__3 909    
TcYC6_Chr28__4 573    
TcYC6_Chr28__5 576    
TcYC6_Chr28__6 516    
TcYC6_Chr28__7 891    
TcYC6_Chr28__8 912    
TcYC6_Chr28__9 1665   
TcYC6_Chr28__10 444    
TcYC6_Chr28__11 1692   
TcYC6_Chr29__1 834    
TcYC6_Chr29__2 3816   
TcYC6_Chr29__3 3876   
TcYC6_Chr29__4 1137   
TcYC6_Chr29__5 510    
TcYC6_Chr29__6 1188   
TcYC6_Chr29__7 423    
TcYC6_Chr29__8 1158   
TcYC6_Chr29__9 1701   
TcYC6_Chr29__10 1887   
TcYC6_Chr29__11 654    
TcYC6_Chr29__12 402    
TcYC6_Chr29__13 612    
TcYC6_Chr29__14 636    
TcYC6_Chr29__15 1128   
TcYC6_Chr29__16 780    
TcYC6_Chr29__1 1773   
TcYC6_Chr29__2 1068   
TcYC6_Chr29__3 3717   
TcYC6_Chr29__4 516    
TcYC6_Chr29__5 4122   
TcYC6_Chr29__6 747    
TcYC6_Chr29__7 486    
TcYC6_Chr29__8 453    
TcYC6_Chr29__9 1581   
TcYC6_Chr29__10 1182   
TcYC6_Chr29__11 1080   
TcYC6_Chr29__1 456    
TcYC6_Chr29__2 4140   
TcYC6_Chr29__3 3066   
TcYC6_Chr29__4 516    
TcYC6_Chr29__5 2922   
TcYC6_Chr29__6 747    
TcYC6_Chr29__7 486    
TcYC6_Chr29__8 453    
TcYC6_Chr29__9 2172   
TcYC6_Chr29__10 807    
TcYC6_Chr29__11 441    
TcYC6_Chr29__12 2652   
TcYC6_Chr29__1 405    
TcYC6_Chr29__2 1680   
TcYC6_Chr29__3 1338   
TcYC6_Chr29__4 3204   
TcYC6_Chr29__5 828    
TcYC6_Chr29__6 645    
TcYC6_Chr29__7 1671   
TcYC6_Chr30__1 3438   
TcYC6_Chr30__2 3642   
TcYC6_Chr30__3 1527   
TcYC6_Chr30__4 1122   
TcYC6_Chr30__5 426    
TcYC6_Chr30__6 2079   
TcYC6_Chr30__7 504    
TcYC6_Chr30__8 546    
TcYC6_Chr30__9 597    
TcYC6_Chr30__10 828    
TcYC6_Chr30__11 1653   
TcYC6_Chr30__1 429    
TcYC6_Chr30__2 480    
TcYC6_Chr30__3 1083   
TcYC6_Chr30__4 1605   
TcYC6_Chr30__5 435    
TcYC6_Chr30__6 828    
TcYC6_Chr30__7 402    
TcYC6_Chr30__8 1653   
TcYC6_Chr31__1 483    
TcYC6_Chr31__2 762    
TcYC6_Chr31__3 678    
TcYC6_Chr31__4 1464   
TcYC6_Chr31__5 1734   
TcYC6_Chr31__6 426    
TcYC6_Chr31__7 534    
TcYC6_Chr31__8 414    
TcYC6_Chr31__9 645    
TcYC6_Chr31__10 1668   
TcYC6_Chr31__1 3381   
TcYC6_Chr31__2 486    
TcYC6_Chr31__3 1659   
TcYC6_Chr31__4 1752   
TcYC6_Chr31__5 2118   
TcYC6_Chr31__6 603    
TcYC6_Chr31__7 762    
TcYC6_Chr31__8 1551   
TcYC6_Chr31__9 807    
TcYC6_Chr31__10 651    
TcYC6_Chr31__11 414    
TcYC6_Chr31__12 636    
TcYC6_Chr31__13 780    
TcYC6_Chr32__1 1377   
TcYC6_Chr32__2 759    
TcYC6_Chr32__3 435    
TcYC6_Chr32__4 1113   
TcYC6_Chr32__5 696    
