file,ID,Length,GC_Content
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g480,2361,0.529
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g482,1296,0.59
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g50,1680,0.483
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g912,642,0.526
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g488,768,0.488
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g490,684,0.556
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g491,1287,0.516
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g495,1167,0.528
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g497,573,0.534
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g51,2100,0.504
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g901,960,0.515
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g900,627,0.55
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g896,1572,0.511
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g506,630,0.516
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g508,2346,0.534
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g52,510,0.563
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g509,936,0.478
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g511,771,0.594
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g512,483,0.582
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g513,627,0.51
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g53,1491,0.51
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g514,1242,0.501
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g518,636,0.542
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g519,696,0.523
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g520,936,0.528
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g521,1605,0.563
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g523,4965,0.532
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g54,3207,0.497
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g525,645,0.571
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g526,1032,0.483
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g532,690,0.552
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g533,963,0.503
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g537,1392,0.519
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g55,1026,0.528
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g872,1350,0.535
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g543,732,0.556
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g544,1188,0.486
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g546,2739,0.52
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g56,789,0.529
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g549,639,0.563
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g550,1068,0.511
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g57,3645,0.516
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g552,477,0.604
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g553,585,0.569
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g555,648,0.56
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g556,1107,0.513
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g558,2190,0.543
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g561,576,0.538
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g562,1149,0.51
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g564,3162,0.522
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g565,972,0.521
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g566,3561,0.534
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g849,708,0.537
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g848,1089,0.501
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g58,1095,0.49
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g576,588,0.548
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g59,1815,0.558
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g585,2754,0.536
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g839,1164,0.52
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g836,744,0.513
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g833,960,0.5
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g60,1275,0.541
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g832,615,0.533
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g594,858,0.51
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g596,2670,0.523
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g61,1914,0.519
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g600,936,0.519
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g602,978,0.514
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g604,2667,0.532
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1401,576,0.448
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g607,1194,0.497
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g62,480,0.546
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g819,2838,0.526
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g818,1296,0.522
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g817,1140,0.532
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g812,561,0.531
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g809,1281,0.522
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g63,552,0.493
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g806,2427,0.525
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g623,2511,0.534
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g64,1590,0.519
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g628,609,0.548
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g629,969,0.517
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g797,672,0.539
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g794,2367,0.531
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g793,558,0.556
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g792,3783,0.535
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g791,2559,0.524
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g65,1062,0.501
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1400,819,0.453
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g789,2493,0.517
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g788,3171,0.524
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g67,870,0.579
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g786,564,0.539
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g782,2520,0.537
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g781,4575,0.536
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g68,471,0.503
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g780,2409,0.522
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g69,459,0.597
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g779,1236,0.524
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g654,924,0.525
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g70,678,0.577
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g659,501,0.571
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g661,1158,0.514
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g664,528,0.544
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g665,1920,0.493
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g666,2427,0.524
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g72,849,0.512
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g670,2718,0.546
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g671,1578,0.522
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g674,576,0.566
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g759,603,0.541
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g758,648,0.548
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g73,939,0.531
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g756,2346,0.542
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g753,732,0.551
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g752,1050,0.567
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g751,666,0.515
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g74,1434,0.529
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g748,3144,0.521
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g747,1158,0.51
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g746,591,0.536
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g691,1470,0.482
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g75,804,0.514
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g702,2739,0.538
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g76,705,0.498
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g732,756,0.512
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g731,603,0.546
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g729,2325,0.536
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g727,744,0.491
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g707,939,0.41
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g708,10203,0.438
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g77,1944,0.477
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g709,2316,0.503
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g712,642,0.484
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g713,474,0.496
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g715,1236,0.66
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g78,1191,0.504
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g79,1380,0.437
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1399,885,0.515
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g81,1176,0.504
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g82,2619,0.538
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g84,579,0.551
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g86,2466,0.526
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g89,555,0.53
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g90,636,0.542
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g94,2490,0.546
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g96,582,0.57
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1346,651,0.516
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g104,534,0.564
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g105,1095,0.501
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g106,2487,0.544
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1397,2184,0.531
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g110,591,0.58
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g112,1389,0.512
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1332,591,0.572
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1324,954,0.499
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1323,609,0.529
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1321,648,0.52
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g127,1065,0.513
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1319,1239,0.505
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1316,648,0.526
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1315,1266,0.529
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1395,5757,0.47
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1314,861,0.519
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1312,2637,0.521
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1311,1191,0.484
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1308,2607,0.532
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1307,1092,0.478
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1304,483,0.59
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1302,1566,0.51
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1301,537,0.562
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g158,552,0.507
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g159,645,0.53
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g162,5124,0.534
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g164,2595,0.524
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1394,1128,0.498
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g166,1041,0.534
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1285,948,0.513
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1281,537,0.534
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g173,768,0.525
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g175,786,0.497
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g176,2838,0.521
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g178,783,0.53
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g179,582,0.515
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g185,1041,0.516
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1265,1155,0.52
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1263,2484,0.533
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1257,462,0.511
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1256,1107,0.537
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1255,2382,0.524
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1253,672,0.571
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g199,702,0.524
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g200,1257,0.507
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g201,2337,0.531
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1244,963,0.51
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1243,636,0.582
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1241,513,0.602
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1238,1599,0.524
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1237,666,0.566
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1234,2649,0.53
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1233,1068,0.513
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1231,660,0.542
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g214,660,0.547
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g218,591,0.501
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g220,585,0.509
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g221,1080,0.5
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g225,1083,0.513
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g226,2655,0.531
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g229,615,0.524
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g230,960,0.502
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g232,1299,0.578
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1219,933,0.483
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1388,2304,0.51
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1215,645,0.527
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g239,1380,0.477
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g240,2535,0.531
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g243,609,0.529
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g244,960,0.506
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g246,1131,0.51
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1198,1167,0.517
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1193,930,0.538
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1192,483,0.501
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1187,519,0.563
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1186,699,0.592
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1185,1674,0.531
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1184,474,0.608
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1179,666,0.539
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g260,666,0.539
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1176,1206,0.522
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g20,2262,0.422
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g264,1593,0.49
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1173,534,0.53
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1170,1077,0.507
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1166,954,0.499
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1165,576,0.526
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1161,2493,0.544
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g21,969,0.449
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1159,1086,0.494
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1405,609,0.563
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1157,462,0.509
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1156,1209,0.539
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1153,636,0.533
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1152,597,0.521
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1151,759,0.545
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g22,1026,0.468
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1147,2487,0.532
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1146,777,0.517
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g279,510,0.58
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g23,3903,0.462
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g281,1086,0.517
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g282,2490,0.537
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1404,495,0.602
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1134,1389,0.515
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g24,990,0.484
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1128,1068,0.502
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1127,582,0.515
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1122,2649,0.529
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g118c,369,0.558
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1120,522,0.533
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g300,1557,0.511
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g121c,351,0.49
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1403,582,0.545
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g302,2316,0.513
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g305,1437,0.504
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g25,2499,0.498
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1104,582,0.519
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1103,996,0.521
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1102,2376,0.529
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1100,3351,0.52
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g128c,375,0.443
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1099,1437,0.505
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1097,3165,0.524
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g130c,429,0.531
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1094,693,0.561
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g26,414,0.514
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1091,2661,0.53
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1088,636,0.549
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g28,1038,0.549
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1087,879,0.593
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1084,1086,0.502
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1082,582,0.519
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1081,870,0.52
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g133c,390,0.551
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1079,2379,0.531
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1078,1083,0.512
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g29,759,0.527
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1077,612,0.498
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1075,2703,0.531
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g135c,390,0.528
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1073,636,0.564
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g341,1086,0.509
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g343,651,0.516
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g30,1605,0.563
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g346,609,0.529
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g351,1077,0.505
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g352,2652,0.531
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g31,1914,0.492
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1058,1269,0.533
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1052,2649,0.517
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1051,1296,0.526
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g32,1533,0.545
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g367,1065,0.504
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g368,3171,0.525
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1045,966,0.511
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g33,648,0.512
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1037,1239,0.504
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1031,2286,0.547
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g34,585,0.472
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1025,1440,0.517
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g35,492,0.407
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g382,1191,0.483
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g36,618,0.477
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1402,2892,0.5
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g383,2499,0.535
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g386,600,0.512
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g388,2565,0.519
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g389,870,0.52
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g390,582,0.517
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g393,1341,0.529
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g37,579,0.579
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g397,519,0.547
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g400,789,0.501
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g402,2499,0.516
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g38,1458,0.484
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g405,660,0.567
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g406,1110,0.527
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1004,1263,0.527
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1003,675,0.561
TcruziDm28c2018,PRFA01000001_ID_C4B63_1g1002,1143,0.472
